,key_and_mode,track_id,spotify_uri
2442,F# Major,64158,spotify:track:3u4Ma3xKHlEB895qrWd6d6
2443,A minor,64160,spotify:track:4yArdUn9FCzVG8IbyZwc7G
2444,C minor,64161,spotify:track:78CJmydHrv0VOVf1yO9NdV
2445,C minor,64162,spotify:track:1T7Z2UTTElpQForqnX9d7K
2446,Bb minor,64163,spotify:track:05qAW45y3sgVDacfNQAnqz
2447,E minor,64164,spotify:track:4L5qLGplQwohtgu0DGhmIY
2448,E Major,64165,spotify:track:0h8ztNXz0PvsYavoVABRXR
2449,C Major,64167,spotify:track:7xXb8uG9NGl9DaZJY3rbE3
2450,D Major,64227,spotify:track:4UzjX0NLZQfclF3Ph0g9u1
2451,G minor,64238,spotify:track:0cQkJ60sJmrqBOOFcELJ3B
2452,E Major,64255,spotify:track:5lHJFqn7OK0287j5wVETyG
2453,C Major,64264,spotify:track:34zlGhXzWeyd9lJErJ6LeO
2454,C minor,64265,spotify:track:3nG7Q8zC8Y28sqRSRc0g9t
2455,C Major,64267,spotify:track:4JwyaiIN9aXuFWlLVEDoZA
2456,C# Major,64270,spotify:track:5BjBpTlD52OCHXdL2RWXdb
2457,A Major,64275,spotify:track:6twsPzZaxjGMwyP9vSnrfc
2458,D minor,64361,spotify:track:6jW0gPezo6bx0q8tWDZo2a
2459,G minor,64362,spotify:track:2d2nY5gKtQfQCCXmD37vOb
2460,G Major,64363,spotify:track:1NEpztPtXwLCGEhXk9v6Ei
2461,G Major,64423,spotify:track:08CDqSTWg9Wp7VI3OvJg7L
2462,F Major,64576,spotify:track:7GIWSsuWTSIztvf4Jfemvq
2463,D Major,64592,spotify:track:2RMK6V2C1EUogYFpGr6qyR
2464,C minor,64804,spotify:track:5BFvjyrYu7J35XSljQ8VNr
2465,C Major,64952,spotify:track:4mvGNYgZf2dK9cwe9ZojTr
2466,Bb Major,64953,spotify:track:6aH1epj5Pauhr1Wtf0D0si
2467,G minor,64954,spotify:track:4MhBP2WrjMya26XBXInPtW
2468,C# Major,64955,spotify:track:5VQfJVeHDKIl51QriYMhvc
2469,C# Major,64956,spotify:track:59rEyXZppSYJ4BTbrp5Pui
2470,D minor,64998,spotify:track:0knljsE8XeD4TuPDcLoQxX
2471,D Major,64999,spotify:track:6XXczxuvus5IQjnRsAsnjC
2472,E minor,65000,spotify:track:0Jsp2HybX9ziUtJxi7aJvL
2473,B Major,65002,spotify:track:0qNTJLZLgdc631WFVMnRl4
2474,D Major,65038,spotify:track:0FiB6oDct8d0Ia8YIwM8U2
2475,F# minor,65039,spotify:track:7lQsqUh6rup4iBkCn8BfsF
2476,C Major,65089,spotify:track:5CvIMBnGAK50KgjBmeuGWm
2477,C Major,65154,spotify:track:47cSYuPCZ3TRu9Nvjh6u82
2478,D minor,65217,spotify:track:4QDET4rnPPHwcIDDQHB8OW
2479,C Major,65220,spotify:track:5e7azPHgOqk4ohyE2m3NYI
2480,D Major,65412,spotify:track:7DcvbfinYEnQGJ37yf0d3F
2481,D minor,65416,spotify:track:29RtTCLYYxWgJDvMfgY5Hu
2482,A minor,65417,spotify:track:7uL29LNWdp29njgRzY3EZa
2483,A minor,65472,spotify:track:2v37zvuBtPy9H3r4M1vYWQ
2484,D Major,65475,spotify:track:7wLkyfM7fmF23RJUbhtlVC
2485,C Major,65605,spotify:track:4wksf9yAHt8esWQxxjH34C
2486,G Major,65652,spotify:track:17TdACfVWWcwSt3OeZAKs2
2487,G Major,65656,spotify:track:1ufPLfc0L2GL0pUhsgfVao
2488,G minor,65657,spotify:track:3jRWSLQtMdwia7H6EpINb3
2489,G Major,65658,spotify:track:4bxwWXo0rJ3acSaFccBQOg
2490,G Major,65659,spotify:track:4nJfJUEYFX3OkgCK10IYFT
2491,G Major,65660,spotify:track:7heIcz60j4VXHp62iqZbKs
2492,G minor,65661,spotify:track:7tvxZWz0aJtPnJD1z95rvL
2493,G Major,65662,spotify:track:4LPn4ukSXjhFVszUMRloCd
2494,G Major,65663,spotify:track:5XN02V0O6fVCIIxL0c9g7G
2495,G Major,65665,spotify:track:0pSs2Hv3GuH16BpKTo9y2Q
2496,G Major,65666,spotify:track:26ld4SRgJA9532sXvDyQzQ
2497,G minor,65667,spotify:track:6Arx9DPNlbABGOm4AoExze
2498,G Major,65668,spotify:track:1dkdqZHRuTruWWpnHr3U80
2499,G Major,65669,spotify:track:3RRJH5AtgGdRYxlp4zAbgp
2500,G Major,65670,spotify:track:7f1x9RGTktMrUhGZsyAEGW
2501,G Major,65671,spotify:track:6bIFBNhsOZyvZsh5GovE8A
2502,G Major,65672,spotify:track:0UWN1ShzncQl7coxMjrkrx
2503,G Major,65673,spotify:track:1n9QRuY1G1IwOnznYx2jAG
2504,G Major,65674,spotify:track:0yioeECTYEFYa1zrvrJ4cP
2505,G Major,65676,spotify:track:2yzAuOuNyStghCWh9ymspe
2506,G Major,65678,spotify:track:6EnN0PbhaCNu9cK5AM6e4I
2507,G Major,65682,spotify:track:2Lo8QvDtns3dKbmI9bTZxr
2508,F# minor,65683,spotify:track:4sK4mdSbWUmftaIe0JWSXQ
2509,C minor,65749,spotify:track:584AscMC4WiES6W5LufVSi
2510,C Major,65755,spotify:track:2bknFHk2zgMONCnObMysFZ
2511,F minor,65781,spotify:track:0nuwg8z9mG7jZEm6msyOYS
2512,F minor,65782,spotify:track:0nzdyTkS1QLmlqZYOgrSLw
2513,G minor,65783,spotify:track:5racgH5mTdzcw7yhJP41Ur
2514,C# minor,65787,spotify:track:0NncgJs4oLwhAKhcxikEn0
2515,C minor,65788,spotify:track:1CajjZZV5VxSKBiEsgNR5G
2516,F minor,65789,spotify:track:1sH64uRHCWSXpVzTU7HxZY
2517,D# minor,65791,spotify:track:3Iyn66cXJqz4kZyXLIWlps
2518,F# minor,65792,spotify:track:1h4ntWfQg7o4fihUALYi7t
2519,C minor,65793,spotify:track:5Tq8Kl9Z3Izvb5Z7evyjjx
2520,G# minor,65794,spotify:track:2BUupQUnJ0yYNHsWnbgWQz
2521,F# minor,65796,spotify:track:2eAnZs15Ftx1Kia16Blf5f
2522,D Major,65872,spotify:track:3aDxNMqwR5VD5Yo9heY2E0
2523,E minor,65874,spotify:track:307YJJSvufFF6Vc8pYqsWz
2524,A minor,65876,spotify:track:5dS9sQRIkbIrqyphRQEsas
2525,B minor,65877,spotify:track:5skocD7jJ87hddRtahPKyD
2526,E minor,65878,spotify:track:6NLgd8mcUjZUjrU5VocAjE
2527,D Major,65879,spotify:track:6c8qtifFddEzsfoXJClBaz
2528,F Major,65880,spotify:track:7LsHUKQlmchvFetVuqikEF
2529,A minor,65890,spotify:track:2AMMUn8RxjAV3bshAFHWXU
2530,B minor,65891,spotify:track:2c3ILmnOMPzIpWOhQ1mle2
2531,B minor,65892,spotify:track:31ugPo88zmMSoqA0zAJUKB
2532,E minor,65893,spotify:track:5VAsGvQidzsK9TTEC4kLHp
2533,C Major,65991,spotify:track:6cnhZ2bq5LjeRGaWzQr1fP
2534,C Major,65992,spotify:track:6E1TL3KjSoCq3eooMGPnKi
2535,F Major,65993,spotify:track:7oeHslheRWC0cRuq7z3F4n
2536,C Major,65994,spotify:track:7n8Z8w0Z2BflIxw2PLaAwh
2537,C Major,65996,spotify:track:1gYfPxjI2Phjj8VVm42QMW
2538,B minor,66011,spotify:track:4dqEGFz7r5zBcaPuEQflLN
2539,F# Major,66049,spotify:track:10VPRU9eRyLpbknR5Gfzjm
2540,B Major,66050,spotify:track:0XxTTECb3tiEABhSSAn9Qn
2541,C# Major,66051,spotify:track:6FRbTmrg2MPAd74hS3OyGf
2542,C# Major,66052,spotify:track:3OPON5odXGNdGDrf6Xb5FE
2543,G# Major,66053,spotify:track:50sxlkT8flsB932SedgYaT
2544,E minor,66054,spotify:track:61AulBY6UN4pNXY5gii8eZ
2545,F Major,66056,spotify:track:4IWmQMmRh5oTr1hFf9xHuT
2546,D# Major,66057,spotify:track:00nv2NuU13MUzkb0Q5QH37
2547,C Major,66073,spotify:track:2iXZC5VPfjdow8xgxIxpgA
2548,A Major,66074,spotify:track:7LuvB2q0l8cc3hgbURsgvh
2549,F Major,66075,spotify:track:6DfgF8XiCoOJKE5EhkQaTk
2550,A minor,66076,spotify:track:1zbrPCOp3AISEVGGBtZIhp
2551,G Major,66078,spotify:track:5nebzrfSUUZKrSjtT0HrIO
2552,B minor,66081,spotify:track:3PpNeu0spFgg3QBkUkPI4c
2553,G Major,66082,spotify:track:1JUWqxCtkpAGcaUQe3Trvn
2554,Bb Major,66083,spotify:track:46RO7BTZKaT5xntB7bwWhD
2555,G Major,66084,spotify:track:3idY0Rj4veKGprQcrqwOA8
2556,C Major,66086,spotify:track:485ub8tZibpwRj8VzVbjiW
2557,A minor,66087,spotify:track:5KBT2d5GUzRV6mydCzmM3W
2558,B minor,66089,spotify:track:3g8smBJiUAGybhOV6AEd2D
2559,B minor,66090,spotify:track:5LINzWEnFkKxfrtFAOIJmk
2560,D minor,66091,spotify:track:65ueIVz5s0hZopnRzqCxto
2561,D minor,66093,spotify:track:0akD073ga3iQGDS0FSPzkD
2562,E minor,66094,spotify:track:1cuLKiCr5mbYMlevxw1NLE
2563,B minor,66095,spotify:track:32RYT0tmiu22Afc6sTFGDg
2564,A minor,66096,spotify:track:2oVHVi0m6koSslwBcTHQgh
2565,B minor,66097,spotify:track:2cxB0r6YfNFB3bsKEvLtoW
2566,C Major,66098,spotify:track:16tz1QwDkta2kNWQFrpNxh
2567,B Major,66099,spotify:track:2cLDzWMrkDtzdyk8zD3n9B
2568,F# minor,66100,spotify:track:16bkFyNokX111e8Hr731WH
2569,E Major,66112,spotify:track:5v4ecR9N4WFmB5ngEWbBRX
2570,F Major,66113,spotify:track:4qsrMmo9tmCvnOAysVI0zu
2571,F Major,66114,spotify:track:563YUE1e1hKHsFsbA5YDXS
2572,D Major,66130,spotify:track:7mnzNdR0SQE7bpPEJMpoJv
2573,F# Major,66131,spotify:track:0I7LQLTTqATsDnQmO9f05f
2574,C Major,66134,spotify:track:5O4Az75gNdIGTMXj9pK0g5
2575,C Major,66136,spotify:track:6rI1bcwA6AgPbw28J5uX41
2576,C Major,66137,spotify:track:3YfvPAh8MkVyni5A0Q8sjE
2577,C Major,66138,spotify:track:0NSCarrpo0wxTYKXr0N0I5
2578,C Major,66141,spotify:track:26pQVMJNPpxwy4rhbIl5xG
2579,D Major,66142,spotify:track:1UBbjSCwAADCO24hJAtEDj
2580,G minor,66143,spotify:track:5UMcuKTOjUa6AJBSdssNNC
2581,C Major,66144,spotify:track:5glFLKbFBEnIIfLFtZ0SPg
2582,B Major,66150,spotify:track:3H0GL15rS6XjrbAUsB2uwg
2583,A minor,66177,spotify:track:1S2deki2ytYS6xxoy9zDAq
2584,D# Major,66178,spotify:track:0E46CEqeqqa9v6YkSRbJkG
2585,A Major,66179,spotify:track:7400tVsVLFNuuxINAEMjeX
2586,A Major,66180,spotify:track:2cBxTiNLSUvsFhxNETP358
2587,Bb Major,66182,spotify:track:1NMBSJ4MCBh4duTiLvFN0y
2588,F Major,66183,spotify:track:7A2uY8HjXlXEczPBZXTvLr
2589,B Major,66184,spotify:track:55qvC0VHZzdNZPJRo499M1
2590,F Major,66185,spotify:track:1nzJbH4TLpLI8uxoqxp1pu
2591,F# Major,66186,spotify:track:2TuznmNbAx2SwnTTNVNXV1
2592,C# Major,66187,spotify:track:3dgDLEiDihKOkUFhuK1W6K
2593,C Major,66188,spotify:track:3OUmxm0qt1Tlp3GLFdEtrz
2594,D Major,66193,spotify:track:03tExvbazHMVjYUsomPs6B
2595,E minor,66201,spotify:track:0l89uuuVjdQ680JALMuywd
2596,C Major,66303,spotify:track:3wtWsh4cXtjo5syFeRxKMd
2597,F Major,66314,spotify:track:4pZipxtXjM51xzvrk6I3CZ
2598,G minor,66315,spotify:track:2hd47EZtsoS6k6aOyHEreb
2599,E Major,66316,spotify:track:5msXvx0QUm1L7e41cLNeUs
2600,F# Major,66317,spotify:track:1que0MUoM4R8nHpxFlaflH
2601,A Major,66318,spotify:track:2lRBZIboNMDNw9nUJCCIS0
2602,F# Major,66319,spotify:track:6AKfJPr8CMOGrflzEJGIr2
2603,G Major,66320,spotify:track:4qlTB0RRZ5WiCNQIQlEpCv
2604,A Major,66321,spotify:track:7DQXZf4fJj27B9ta8IUEAH
2605,B Major,66322,spotify:track:288eW2QSTSjwep7Qy7LT0p
2606,D Major,66323,spotify:track:0B3YBvRAq3PfrEMRCaJpbZ
2607,G Major,66324,spotify:track:7sTACR6g42KieNq7ecB8ky
2608,A minor,66375,spotify:track:5W6oo2zg8zTYD1h1CKjzii
2609,G Major,66389,spotify:track:4pHxEQYtfhEb3XQE7SFY4j
2610,F Major,66390,spotify:track:3uR2BKfjr9MMJ2f7GAV80t
2611,G Major,66392,spotify:track:0fTdkuxpMsrpMZ46w7ekHz
2612,A minor,66395,spotify:track:4FT3rWZrPIGnZKLXokQlUr
2613,Bb Major,66401,spotify:track:1g6VpUV9EF2zANef9l6UFt
2614,Bb Major,66402,spotify:track:1RmX0kyVglwuDMXGmZLECX
2615,A Major,66406,spotify:track:6e1aeEz2rddeNdn9Wwawqh
2616,D Major,66408,spotify:track:11S86YMlVFn7uAwmD3kpjr
2617,G Major,66409,spotify:track:689VFHjE1ydb9qPxrhyBof
2618,B Major,66414,spotify:track:5FVN8ecIUFBHXpHF8xd1Nz
2619,E Major,66415,spotify:track:4LElHae9Deyhht6ozhXm3D
2620,C Major,66416,spotify:track:3WZwbBmsTrU1EPijQrQs35
2621,C Major,66417,spotify:track:0nFjpb5ayCSh4a9mKbqye3
2622,Bb Major,66418,spotify:track:3SnqRclErEHSan7dwVbzjM
2623,G# Major,66420,spotify:track:3IyED9NxtdI1T2OHZd82Yz
2624,C Major,66421,spotify:track:5ml8pjDIrebgRvzAWGfWmb
2625,C Major,66422,spotify:track:3Ww7JyB6WYTP9z5suiArCz
2626,C minor,66436,spotify:track:40rpMILn95YVZrEkoADK6L
2627,Bb Major,66437,spotify:track:2yW1tcIUj9gIpaKhoWN68G
2628,D Major,66441,spotify:track:7acST4kYKpJMYKlEaTGzlc
2629,G Major,66459,spotify:track:4BiJbJ8VdXcM3qn3hM2e1w
2630,G# Major,66493,spotify:track:436svA1vxGh0tEI73DsolK
2631,C Major,66495,spotify:track:2YNtwO2kuNsAMxcQp4uDcD
2632,A minor,66510,spotify:track:7FKfaHeU4mdFi6iQOInvaj
2633,D minor,66516,spotify:track:3cfEUdHciqRaTsiVqJxHnf
2634,A minor,66518,spotify:track:2w6OQBcSinwwlb1v21mC1J
2635,D# Major,66519,spotify:track:73RqcNwoUnZ7yjUKL1OOgC
2636,C Major,66524,spotify:track:51eXm4ux45tmOirqfa4h2f
2637,G# Major,66542,spotify:track:0ftSWv0YJmK2MGXabfneXG
2638,C# Major,66543,spotify:track:5rqZPRAr3Gz9BMvXcqg4c8
2639,G minor,66544,spotify:track:70Pf9u0UR2LG4bkXY7fqBK
2640,C# Major,66545,spotify:track:7kcqmlsxSGa3zvdYOoGpUo
2641,C# Major,66546,spotify:track:3DrVohwUCXub0NgQR17hpd
2642,D# Major,66547,spotify:track:0FGz4lYI5jXcKvzVyQGQNb
2643,A Major,66659,spotify:track:2tJGU2JGUpp82cjpcK6otX
2644,A Major,66660,spotify:track:5dtCpaiuAM3JevRY0Kzfl1
2645,F minor,66723,spotify:track:50kJlgCfwSvRyKOwoaE1uX
2646,C Major,66724,spotify:track:0HREkWQZu25A8g7GYcPQ88
2647,F Major,66739,spotify:track:1tszn6l2qFsgUMOrLX5kcy
2648,A minor,66740,spotify:track:2sDqcuuCkOCPqtJ7wHHBKX
2649,C# minor,66741,spotify:track:5MNQG6hqfljmBruR0iSJXn
2650,B Major,66744,spotify:track:5UGs7gQt9dpzhmpUCjgRQw
2651,D# minor,66748,spotify:track:1ndE10tEFedmvMmxq3l9xY
2652,G Major,66752,spotify:track:6kbXpY7qlYkogD6hGbGIYA
2653,D Major,66753,spotify:track:5rRWoiTgR24ygvBgJ14YdX
2654,C Major,66756,spotify:track:6EehJfinc20xI4wd5ubWwM
2655,C Major,66757,spotify:track:70DacKJRA9Pmz8qbJokiYy
2656,Bb Major,66766,spotify:track:0ldNEy7jjk2me7VaEMVZp3
2657,C# minor,66851,spotify:track:5dkzTs4Z9f3ARi75BnaEaE
2658,C minor,66853,spotify:track:7MpbSv2V31uNvfPGVH2BIM
2659,B Major,66856,spotify:track:6ndKXNgHuMQ6WzY6O6tQJX
2660,C# minor,66857,spotify:track:5oflFykht289mH1hhnKpJB
2661,D# Major,66858,spotify:track:49608K4W6bsEewGWOkBCA2
2662,C# minor,66859,spotify:track:2aG5KsPwgroofKh0ObezrQ
2663,D minor,66860,spotify:track:4b1B65bZwMqoeuzzNn429D
2664,F minor,66873,spotify:track:0RnwIT1SsVNqe3Vjwf83yI
2665,D# minor,66876,spotify:track:7FdlpO2YUVVe3IMUoAXmMk
2666,F# minor,66877,spotify:track:5nhOOx4cv20FzXIXd0ekEn
2667,A minor,66881,spotify:track:2QkQ9f7IncVyoaDBnw5o22
2668,F minor,66882,spotify:track:3ZYzcUtP9DiuHUkmNTgJf1
2669,D# minor,66886,spotify:track:2ZpO58SWvuhCUGvYXSeciI
2670,A minor,66887,spotify:track:5bBm0M81qaVAr9j28g5y7i
2671,E Major,66895,spotify:track:6fXH836ImSxgHZA9LENNWS
2672,D minor,66896,spotify:track:3Z19G10pBcdzGmcEu9ionS
2673,D Major,66903,spotify:track:1HDvuwlaqCJM2hoOmAQl2y
2674,B minor,66904,spotify:track:3M6wWgTtmZnl41uVuFnP1S
2675,C# minor,66905,spotify:track:3vgOk6wS9ixPwIyqrwRwdf
2676,A minor,66929,spotify:track:7IGvBs7WIqu34S5JOFL4lL
2677,A minor,66933,spotify:track:2qG2VA1fdqzOTiE5p4NAMG
2678,E minor,66939,spotify:track:1zDwRSLCiXE0vDWy37I7rM
2679,A minor,66941,spotify:track:1LvKWwtBjWKskZLye1PmwK
2680,A minor,67051,spotify:track:56xrhv0Cu1EDnxOa2BlmUb
2681,G minor,67101,spotify:track:7xkhYE1btiUWJtuGii6JCi
2682,A minor,67102,spotify:track:5Q4RQ3MnTCiOeaDNQjwScU
2683,D# minor,67106,spotify:track:4sjKffH9p9WNSHWCR9yMdz
2684,D minor,67121,spotify:track:26Tu15L5i303Wa3FRyZTLZ
2685,Bb Major,67236,spotify:track:2bhwPUsgts9pmZIbMvlHZV
2686,E Major,67257,spotify:track:3EFrNm63q83YeVHigdBzFj
2687,A Major,67286,spotify:track:1tZXBL2pJ2H2FMOW3E7B1W
2688,A Major,67287,spotify:track:6phDJDknCVPFQkHofTDUnu
2689,D Major,67288,spotify:track:62geEOKZvBBMfQh3KaCmSX
2690,E Major,67289,spotify:track:1XrT5Svvi4tJyRMjKEDR5E
2691,C Major,67291,spotify:track:0t3n8MmJD9eHYwnGWjb1s2
2692,A Major,67292,spotify:track:7pBBNPMqWIm4fcOE9sjfSu
2693,G Major,67293,spotify:track:30IukEkvDrYKItTrnZ5416
2694,A Major,67294,spotify:track:3PXDcvs3BW9qY20guaaBZD
2695,G minor,67298,spotify:track:45hgYRlFGdJkX4zc2shUCf
2696,C minor,67300,spotify:track:6xGlDSJkhDpEPAkiTA5kYG
2697,A minor,67302,spotify:track:5th7pdye8X24icGmY0emlU
2698,A Major,67303,spotify:track:3pOKhoQC7ng17cNWa5NsW5
2699,F minor,67306,spotify:track:2oRgsdYZgzLAVJLGC6vy9N
2700,F# minor,67329,spotify:track:3rTox00TrP2FexrGzVyBIT
2701,E Major,67330,spotify:track:7k0G5fNoZ5HjllBcHtBPcN
2702,E Major,67332,spotify:track:03oX0imizvcHWDYYKgNuL0
2703,E Major,67333,spotify:track:7JjHlitgncoAVcUhhsaQhY
2704,E Major,67334,spotify:track:6z9PRyBe6XAArvjTimlHXc
2705,C Major,67335,spotify:track:4OfKhYOhveQ0RfsDMysNII
2706,C Major,67336,spotify:track:14I4zK3kPLvzRyAFqtIFhC
2707,D# Major,67363,spotify:track:3ehIFrg7O7c2AjqsqQDzej
2708,G minor,67464,spotify:track:5wpErKA6t6i28CRETC07pd
2709,C Major,67465,spotify:track:7dzFepWz7hFeRVd5phAPQa
2710,E minor,67466,spotify:track:1ZzZoEm3cuzmRaV3qEq8f7
2711,D# minor,67467,spotify:track:1ZOHph2KgbJAIw8jkaXmNi
2712,A Major,67472,spotify:track:7Iyz1MM9J0vttstxQzEKX0
2713,A minor,67473,spotify:track:1CV7qrmaFleum7MduptWt0
2714,G# Major,67474,spotify:track:52a7gv3gjnsLJgWikRVjlp
2715,F minor,67547,spotify:track:5ahRFGX32kYovKgmBX0CtT
2716,A minor,67552,spotify:track:1pDxF14Pc6ZpPMrDMtbb42
2717,G# minor,67579,spotify:track:0FO4heYHIS8JRe2KoHC5on
2718,C# minor,67581,spotify:track:1Lwy7nuiMvFC4H1wXNGKVt
2719,C minor,67653,spotify:track:4BDx7HSPQ0rKqgCC1BgHbW
2720,D Major,67654,spotify:track:5nMN6STHO2dVcWdGjOS24b
2721,A minor,67656,spotify:track:6i8mWJk3XWGf2w7COJlTUN
2722,B minor,67658,spotify:track:6ASrequowShTe9piK5KXwv
2723,D# minor,67660,spotify:track:6eOT6SHFAT9mM6AZtVKSYQ
2724,A minor,67744,spotify:track:0abAWJZcmX5triduW9rAPB
2725,D minor,67831,spotify:track:6Kxq8y5OBTEP9erVyHjxdJ
2726,A minor,67836,spotify:track:3WIvrkRZ1pEJupxevwOEzC
2727,D minor,67837,spotify:track:7qq6cQhDaERBv3ibtrzLn1
2728,E minor,67838,spotify:track:5OtsECJ27nr7Puaq18SJ3z
2729,C Major,67840,spotify:track:5fsaJ1pwgSP7J1pe4TSNbx
2730,C Major,68187,spotify:track:1PteOrYtxATpnX7EAym6ZI
2731,D# Major,68189,spotify:track:6pdIKL1hM6a2b6HShbulQD
2732,Bb Major,68192,spotify:track:4V5lq7Z60VMnvzn2KwlSeG
2733,D Major,68194,spotify:track:71UhbxxzzD4zVZ2xNBgxyb
2734,B minor,68195,spotify:track:586dxSRo1d87GqGctyozE4
2735,E Major,68196,spotify:track:5T8sgE4CsBuUnG7o5i607l
2736,A minor,68253,spotify:track:4RyZoPgZcgQzv7GrBZgrx6
2737,C# minor,68255,spotify:track:08epVYHuBbe5GWRtk7aEXW
2738,G minor,68256,spotify:track:7c4M7cBY1LtY9OjKh8bXxC
2739,G minor,68260,spotify:track:1EQ6atQs2WYUo6Kk4ft0fA
2740,A Major,68278,spotify:track:0C0nXX43Vdf0XbSS4ehU9S
2741,C Major,68279,spotify:track:1NDIoGQH8I25uiMIgqROMR
2742,C Major,68280,spotify:track:2n5yTwCCy295h3Ao38zTr8
2743,D Major,68281,spotify:track:4qFO8RenDrlTL4hrxIe4B9
2744,E Major,68413,spotify:track:5C5Q5alOdDeUj9MgPqLkwm
2745,C Major,68414,spotify:track:2vpsPyqm67VuMsLUxQUDH8
2746,G Major,68416,spotify:track:6rKGrH6JBt8FltZlvJVe1c
2747,D Major,68419,spotify:track:5gK1LxmnV7gUAmmlRGuNuQ
2748,C Major,68420,spotify:track:1nGGvAty3VX2nJUNOCICgS
2749,E minor,68424,spotify:track:5kT0p0bZz5qUSPfNZsREjF
2750,C# minor,68426,spotify:track:3F6VP5JLBaqW1CKQ6nHkIE
2751,F minor,68428,spotify:track:2pV8KENHAHsVnUAEhp7hea
2752,C minor,68429,spotify:track:6Kv8YsjConVtIUjakH52fY
2753,D Major,68434,spotify:track:7svEdGP2l5ZejJcGnvqbt0
2754,A minor,68456,spotify:track:00jytfHmymLRZBU8xRHsc5
2755,G# Major,68459,spotify:track:2xeJseAoNXW8VdXZNzz3P2
2756,A Major,68582,spotify:track:4UEyw5X388VGp2hw9gNcFP
2757,D Major,68583,spotify:track:4GHDUqMnyV9wQhwPIJbplS
2758,E Major,68584,spotify:track:5b81jrjWxWqQHMWOWDNQ80
2759,A minor,68586,spotify:track:3MfaxjJ3G8oW2OIh619Jzy
2760,D minor,68777,spotify:track:4L4NCEMKvzr4jQ9iMJn0YK
2761,F Major,68778,spotify:track:0O9UKYSqJLPbxZzoLN5iKl
2762,D minor,68910,spotify:track:1619SEmMQxZU7V9rVfYypv
2763,C minor,68911,spotify:track:5XGBseLqXgFHlWQcZLaXUM
2764,A minor,68912,spotify:track:6PKWh2xAwlfSrOXFusy8hy
2765,A minor,68913,spotify:track:2LmpCVESo5lLZUXdIykzqB
2766,A minor,68914,spotify:track:5JcII6n3rpactUyZvWzoHL
2767,E minor,68915,spotify:track:2pxpMuhg2JBXYW6jh0z8V9
2768,F minor,68916,spotify:track:1hFDqfX6lNscrM7Uw6hSsT
2769,C minor,68917,spotify:track:3cBFNZTpeMZ0lRSpyM8UdK
2770,A minor,68918,spotify:track:5phkukxTFHCXmNoozXvIgi
2771,E Major,68919,spotify:track:5uqntkeUp9djXTXbxMGqSj
2772,B minor,68942,spotify:track:0Q6SuCtlUApNqYsKpDWlwO
2773,D minor,68948,spotify:track:45OK87Gpxk0Fv3ptXqJFHR
2774,F minor,68949,spotify:track:3ZhzUygFpgshOpi1ik3OKm
2775,D Major,68950,spotify:track:0YCzEtKvHWshi36XAmvK8G
2776,F minor,69011,spotify:track:7aAzPzdqBiG6bv3lJaMuQJ
2777,A minor,69012,spotify:track:3yL8WWKBDrMGiJRq7LRa0L
2778,E Major,69064,spotify:track:2mI61JhfONuLDLRsiWyrVe
2779,E Major,69065,spotify:track:3U25xcwWN1DH1j7Jnjegn4
2780,C# minor,69067,spotify:track:3rpvqR5rkH5Z2OinYvobZF
2781,F minor,69068,spotify:track:1XRn1a45GFnXI79p1JS6N3
2782,D minor,69072,spotify:track:2QpjaTlYTiLvZKKhVEzK8W
2783,C Major,69073,spotify:track:3xNDRV2RKuju4oKu2orJC6
2784,F Major,69176,spotify:track:7DROoRuASr5beutweveqpe
2785,F Major,69214,spotify:track:06fWcV1ho9cXki7PfKCX6t
2786,C minor,69226,spotify:track:7fSBWPOYf89n5F1ffMwOCf
2787,Bb Major,69233,spotify:track:0ZQhViyl4LGu47phWIL4ab
2788,C Major,69234,spotify:track:5CvIMBnGAK50KgjBmeuGWm
2789,G# Major,69235,spotify:track:5o6qkdRY9DbW9Aw0XQ9MVD
2790,C# Major,69237,spotify:track:2NdD1oDdYorygC2BnA661w
2791,F# Major,69238,spotify:track:4ss3xIihEcHoyUs3J2FuwT
2792,C Major,69240,spotify:track:2BeiCi3FlNqYUKL6mrDhRd
2793,F# Major,69242,spotify:track:0nfNuBrR3tq4M6hysE6zMZ
2794,Bb Major,69244,spotify:track:3KRHjiMJFo8j85C9VhL5tE
2795,C Major,69245,spotify:track:4Wx9F15X4WXThe6ecwAYiP
2796,C Major,69246,spotify:track:0pmqe9CxKisHbQGxT55DBw
2797,C Major,69247,spotify:track:2c5BP14p47Ec7dLRSdAmOC
2798,E Major,69248,spotify:track:0W7cLH4c2SKZoESYNVFipH
2799,F Major,69250,spotify:track:4Ed5ol4Mog3KOHrtbCiOmn
2800,D Major,69259,spotify:track:7r1iM9pJ1r7hExtcISExZ7
2801,D Major,69314,spotify:track:1MJxRjN7U6AldZIuonA7wH
2802,G Major,69319,spotify:track:2eE2YkawORlkwOs8p9kZkm
2803,D Major,69323,spotify:track:6PGaTHh0AHWWnH6EIhXBmg
2804,D Major,69330,spotify:track:3wtoYsxh5UCdZ9ZBbuVwxn
2805,A Major,69458,spotify:track:74J4XwchW2tD2yOowHZS0j
2806,C minor,69576,spotify:track:308l5kyonuQa06kOlhP2DB
2807,F minor,69588,spotify:track:4etwPJiYacX8ojbhwwVdQc
2808,A minor,69590,spotify:track:2pcWaiDVKEhjp9mxnjPCbG
2809,G minor,69593,spotify:track:59BAkvkfV48gFibT35H4XG
